cpu,pc,opcode_hash,flags,width,count,first_sequence,first_frame,last_frame,sample_raw,sample_value,min_slot,max_slot
2,0xc00006ba,0x00000000,9,2,1508,135427540,398,1339,0xc00006ba,0x00004518,0,0
1,0xc00006ba,0x00000000,9,2,6955,270039133,743,1232,0xc00006ba,0x00004518,0,0
1,0xc00001d0,0x00000000,9,2,47606,135141587,398,1339,0xc00001d0,0x00004018,0,0
2,0xc00001d0,0x00000000,9,2,61980,135147061,398,1339,0xc00001d0,0x00004018,0,0
0,0x008b13e2,0x00000000,9,2,13,134217423,395,774,0x008b13e2,0x000008ed,0,0
0,0x008b0ef8,0x00000000,9,2,466,281348568,774,1234,0x008b0ef8,0x00008001,0,0
0,0x008b12f6,0x00000000,6,4,25,134211469,395,1255,0x00ffffdc,0x008b12fa,0,0
0,0x008b003a,0x00000000,9,2,1115,3122081,15,1339,0x008b003a,0x00006a04,0,0
1,0xc0000640,0x00000000,9,2,4290,135248407,398,1339,0xc0000640,0x0000354c,0,0
2,0xc0000640,0x00000000,9,2,20,179796810,506,512,0xc0000640,0x0000354c,0,0
0,0x0088d640,0x00000000,6,4,1,404556162,1112,1112,0x00fffff8,0x0088d644,0,0
1,0xc0000156,0x00000000,9,2,106116,135141627,398,1339,0xc0000156,0x00001605,0,0
2,0xc0000156,0x00000000,9,2,54142,135147101,398,1339,0xc0000156,0x00001605,0,0
0,0x008989b0,0x00000000,6,2,1411,134172765,394,1339,0x00a15112,0x00000000,1,1
0,0x008b0e7e,0x00000000,9,2,72,134217312,395,1234,0x008b0e7e,0x00001a1c,0,0
1,0xc00005c6,0x00000000,9,2,16,155330559,446,1115,0xc00005c6,0x0000b021,0,0
1,0xc00000dc,0x00000000,9,2,7562,135186506,398,1339,0xc00000dc,0x0000aff4,0,0
2,0xc00000dc,0x00000000,9,2,18121,135264651,398,1339,0xc00000dc,0x0000aff4,0,0
0,0x00898936,0x00000000,6,2,1411,134171136,394,1339,0x00a15112,0x00000000,1,1
2,0xc0000102,0x00000000,10,2,17119,135589073,398,1338,0x0601802a,0x00000068,0,0
1,0xc0000102,0x00000000,10,4,140630,135176800,398,1339,0x06018004,0xffe589e7,0,0
2,0xc0000102,0x00000000,10,4,66478,135184639,398,1339,0x0601c044,0x0005d1a7,0,0
0,0x008b0e04,0x00000000,9,2,3,134205689,394,743,0x008b0e04,0x000066f6,0,0
0,0x008b1314,0x00000000,10,2,2,451790301,1234,1234,0x00ff0004,0x0000d864,1,2
0,0x008989a8,0x00000000,9,2,1411,134172655,394,1339,0x008989a8,0x00003499,0,0
0,0x008989ce,0x00000000,10,2,1411,134173207,394,1339,0x00ff60e2,0x00000000,0,0
0,0x0088e966,0x00000000,9,2,30,318746763,881,1096,0x0088e966,0x00004eba,0,0
1,0xc000054c,0x00000000,9,2,798,135253075,398,1339,0xc000054c,0x0000e320,0,0
2,0xc000054c,0x00000000,9,2,3,179796837,506,512,0xc000054c,0x0000e320,0,0
1,0xc0000062,0x00000000,9,2,18107,135176794,398,1339,0xc0000062,0x0000e700,0,0
2,0xc0000062,0x00000000,9,2,46607,135184633,398,1339,0xc0000062,0x0000e700,0,0
0,0x008b082e,0x00000000,6,1,4,305106200,841,1255,0x00ff87a7,0x000000c0,0,0
0,0x0089892e,0x00000000,9,2,1411,134171030,394,1339,0x0089892e,0x00003499,0,0
0,0x00898954,0x00000000,10,2,1411,134171562,394,1339,0x00ff6068,0x00000000,0,0
0,0x008b03dc,0x00000000,10,1,248,169944988,482,1339,0x00ff8598,0x00000000,0,0
1,0xc00004d2,0x00000000,9,2,373,160282575,458,1339,0xc00004d2,0x0000e310,0,0
0,0x008821fa,0x00000000,10,2,1,457739097,1256,1256,0xffffc8c8,0x00000000,0,0
0,0x008b0d10,0x00000000,9,2,895,1312419,9,1339,0x008b0d10,0x00000810,0,0
0,0x008b0826,0x00000000,9,2,4,305106195,841,1255,0x008b0826,0x00001b46,0,0
1,0xc0000458,0x00000000,9,2,8,159041877,455,1115,0xc0000458,0x0000e110,0,0
0,0x008b0250,0x00000000,6,1,604,134466215,395,1234,0x00ff86d8,0x0000000f,1,1
0,0x008b1180,0x00000000,9,2,1,457494917,1255,1255,0x008b1180,0x0000101c,0,0
0,0x008b0c96,0x00000000,9,2,217,133677210,392,1255,0x008b0c96,0x00007028,0,0
0,0x008b07ac,0x00000000,9,2,4,305106114,841,1255,0x008b07ac,0x00003219,0,0
1,0xc00003de,0x00000000,9,2,60,166068679,473,1339,0xc00003de,0x00003463,0,0
2,0xc00003de,0x00000000,9,2,114,179799257,506,1339,0xc00003de,0x00003463,0,0
0,0x008b06c0,0x00000000,6,2,3,133677064,392,742,0x00a11100,0x00000000,0,0
0,0x008b01d6,0x00000000,6,1,485,134212494,395,1339,0x00ff857e,0x00000000,1,1
0,0x008b0c1c,0x00000000,9,2,1306,1046482,8,14,0x008b0c1c,0x000012d8,0,0
0,0x008b0732,0x00000000,9,2,18,133677164,392,742,0x008b0732,0x0000d2c6,0,0
0,0x008b0248,0x00000000,9,2,3414,134465949,395,1234,0x008b0248,0x00006746,0,0
0,0x008b026e,0x00000000,10,1,93,148319301,429,1233,0x008b8354,0x00000003,0,0
2,0xc0000364,0x00000000,9,2,3780,135187553,398,1339,0xc0000364,0x0000000b,0,0
1,0xc0000364,0x00000000,9,2,9629,135248561,398,1339,0xc0000364,0x0000000b,0,0
0,0x008b015c,0x00000000,6,4,418,134205784,394,1339,0x00ffffe0,0x008b0160,0,0
0,0x008b0ba2,0x00000000,9,2,5,1311461,9,1235,0x008b0ba2,0x0000204e,0,0
0,0x008b06b8,0x00000000,9,2,3,133677035,392,742,0x008b06b8,0x00004eba,0,0
0,0x008b01ce,0x00000000,9,2,36,134212488,395,1223,0x008b01ce,0x0000426d,0,0
0,0x008b06de,0x00000000,10,1,9,133677076,392,742,0x008b0794,0x00000080,0,0
0,0x008b01f4,0x00000000,10,1,401,134212508,395,1255,0x00ff857a,0x00000000,0,0
1,0xc00002ea,0x00000000,9,2,4572,135262038,398,1339,0xc00002ea,0x00006093,0,0
2,0xc00002ea,0x00000000,9,2,312,179799300,506,1339,0xc00002ea,0x00006093,0,0
2,0xc0000310,0x00000000,10,2,11222,135187030,398,1339,0x0600f60c,0x0000003c,0,0
1,0xc0000310,0x00000000,10,2,26814,135248512,398,1339,0x0600f45c,0x000008c6,0,0
0,0x008b14fc,0x00000000,9,2,13,134217255,395,1203,0x008b14fc,0x00001b5c,0,0
0,0x008b063e,0x00000000,9,2,3,133676826,392,742,0x008b063e,0x00001d6c,0,0
0,0x008b0154,0x00000000,9,2,702,134205779,394,1339,0x008b0154,0x00001a1c,0,0
0,0x008b0068,0x00000000,6,1,1114,3531851,15,1339,0x00ff850e,0x00000080,0,0
0,0x0088592a,0x00000000,9,2,142,134466358,395,1339,0x0088592a,0x000073f8,0,0
0,0x008b008e,0x00000000,9,2,3342,3531873,15,1339,0x008b008e,0x000051cf,0,0
2,0xc0000694,0x00000000,9,2,1508,135427509,398,1339,0xc0000694,0x0000054f,0,0
1,0xc0000694,0x00000000,9,2,6955,270039102,743,1232,0xc0000694,0x0000054f,0,0
2,0xc00001aa,0x00000000,9,2,262159,135588932,398,1338,0xc00001aa,0x00008f03,0,0
0,0x008b13bc,0x00000000,9,2,40,308801259,851,1258,0x008b13bc,0x000051cd,0,0
0,0x008b0ed2,0x00000000,9,2,1148,134466177,395,1233,0x008b0ed2,0x00006738,0,0
0,0x008b09e8,0x00000000,9,2,12,95429622,241,349,0x008b09e8,0x0000dafc,0,0
0,0x00ff0014,0x00000000,9,2,753,125199057,360,1339,0x00ff0014,0x000073f6,0,0
1,0xc000010a,0x00000000,6,4,140630,135176808,398,1339,0x0600f404,0xffe589e7,0,0
2,0xc000010a,0x00000000,6,4,66478,135184647,398,1339,0x0600f604,0x0005d1a7,0,0
1,0xc000061a,0x00000000,9,2,4290,135248378,398,1339,0xc000061a,0x00001700,0,0
2,0xc000061a,0x00000000,9,2,20,179796781,506,512,0xc000061a,0x00001700,0,0
1,0xc0000130,0x00000000,9,2,896,135141574,398,1339,0xc0000130,0x000057e2,0,0
2,0xc0000130,0x00000000,9,2,38588,135147048,398,1339,0xc0000130,0x000057e2,0,0
0,0x008928fc,0x00000000,6,4,1,268784805,740,740,0x00fffff8,0x00892900,0,0
0,0x008b0a5a,0x00000000,10,4,2,95429662,241,349,0x00ffffe4,0x008b0a64,0,0
0,0x008b0086,0x00000000,10,1,3342,3531871,15,1339,0x00ff87b0,0x00000000,0,0
0,0x008989d6,0x00000000,6,2,1411,134173312,394,1339,0x00a15112,0x00000000,1,1
1,0xc00005a0,0x00000000,9,2,10,155336335,446,869,0xc00005a0,0x0000b02d,0,0
1,0xc00000b6,0x00000000,9,2,37882,135177137,398,1339,0xc00000b6,0x000081e1,0,0
2,0xc00000b6,0x00000000,9,2,301458,135184986,398,1339,0xc00000b6,0x000081e1,0,0
0,0x008b12c8,0x00000000,9,2,22,134211451,395,1255,0x008b12c8,0x00001b40,0,0
0,0x0089895c,0x00000000,6,2,1411,134171671,394,1339,0x00a15112,0x00000000,1,1
0,0x00898982,0x00000000,9,2,1411,134172124,394,1339,0x00898982,0x00003499,0,0
1,0xc0000526,0x00000000,9,2,493,135253666,398,1339,0xc0000526,0x0000aeae,0,0
2,0xc0000526,0x00000000,9,2,3,181178677,509,512,0xc0000526,0x0000aeae,0,0
1,0xc000003c,0x00000000,9,2,7562,135186520,398,1339,0xc000003c,0x0000e703,0,0
2,0xc000003c,0x00000000,9,2,39504,135264665,398,1339,0xc000003c,0x0000e703,0,0
0,0x00898908,0x00000000,9,2,1411,134170479,394,1339,0x00898908,0x00003499,0,0
1,0xc00004ac,0x00000000,9,2,32,162723625,464,1339,0xc00004ac,0x0000b0ae,0,0
0,0x0089897a,0x00000000,10,2,1411,134171999,394,1339,0x00ff608e,0x00000000,0,0
2,0xc0000034,0x00000000,10,4,37668,135588786,398,1338,0xc000008c,0x060048d0,0,0
0,0x008b0800,0x00000000,9,2,4,305106140,841,1255,0x008b0800,0x0000700b,0,0
1,0xc0000432,0x00000000,9,2,20365,135248579,398,1339,0xc0000432,0x00004409,0,0
2,0xc0000432,0x00000000,9,2,3427,135425939,398,1339,0xc0000432,0x00004409,0,0
0,0x0088b7a2,0x00000000,9,2,7,487150054,1319,1337,0x0088b7a2,0x00006656,0,0
0,0x00898900,0x00000000,10,2,1411,134170374,394,1339,0x00ff6014,0x0000220a,0,0
0,0x008b115a,0x00000000,9,2,1,458560991,1258,1258,0x008b115a,0x00007200,0,0
0,0x008b029c,0x00000000,9,2,36,134212559,395,1223,0x008b029c,0x00004e75,0,0
1,0xc00003b8,0x00000000,9,2,4573,135261993,398,1339,0xc00003b8,0x00000123,0,0
2,0xc00003b8,0x00000000,9,2,312,179799249,506,1339,0xc00003b8,0x00000123,0,0
0,0x008b0ce2,0x00000000,10,2,4,273912477,753,1235,0x00ff0004,0x00002a40,0,1
0,0x0088ddfe,0x00000000,9,2,39,407427678,1120,1234,0x0088ddfe,0x000073f8,0,0
0,0x008b06e6,0x00000000,6,1,9,133677081,392,742,0x00ff869d,0x00000030,0,0
1,0xc000042a,0x00000000,10,4,20365,135248574,398,1339,0xc0000730,0x06020000,0,0
2,0xc000042a,0x00000000,10,4,3427,135425934,398,1339,0xc0000730,0x06020010,0,0
0,0x008b0bf6,0x00000000,9,2,2,1046473,8,14,0x008b0bf6,0x00004df9,0,0
0,0x008b0692,0x00000000,9,2,18,133676868,392,742,0x008b0692,0x000051cf,0,0
0,0x008b01a8,0x00000000,9,2,164,169944810,482,1255,0x008b01a8,0x0000e16d,0,0
2,0xc00002c4,0x00000000,9,2,12221,135184911,398,1339,0xc00002c4,0x00001b34,0,0
1,0xc00002c4,0x00000000,9,2,28869,135248619,398,1339,0xc00002c4,0x00001b34,0,0
0,0x008b021a,0x00000000,10,1,3414,134465934,395,1234,0x00ff8582,0x00000000,0,0
0,0x00881adc,0x00000000,9,2,139,136193891,400,1338,0x00881adc,0x000073f6,0,0
0,0x008b0b02,0x00000000,9,2,673,134205626,394,1235,0x008b0b02,0x00006416,0,0
0,0x008b0108,0x00000000,6,4,35,134205737,394,1234,0x00ffffe4,0x008b010c,0,0
0,0x008b012e,0x00000000,9,2,284,134212551,395,1339,0x008b012e,0x00004eba,0,0
0,0x008b0f72,0x00000000,9,2,601,281348610,774,1234,0x008b0f72,0x00008c2d,0,0
2,0xc00002bc,0x00000000,10,4,12221,135184904,398,1339,0x0600f63c,0x006a0005,0,0
1,0xc00002bc,0x00000000,10,4,28869,135248612,398,1339,0x0600f48c,0x0052ffea,0,0
2,0xc0000694,0x00000000,10,4,3016,135427510,398,1339,0xc0000784,0xffff4b9c,0,1
1,0xc0000694,0x00000000,10,4,13910,270039103,743,1232,0xc0000784,0xffff4b80,0,1
0,0x008989de,0x00000000,6,2,1411,134173422,394,1339,0x00a15112,0x00000000,1,1
0,0x008b0100,0x00000000,9,2,37,134205733,394,1234,0x008b0100,0x0000661c,0,0
0,0x008854b2,0x00000000,9,2,1,132691496,389,389,0x008854b2,0x00004eba,0,0
1,0x0000021c,0x00000000,9,2,1,284574,5,5,0x0000021c,0x0000482b,0,0
2,0x0000021c,0x00000000,9,2,1,284819,5,5,0x0000021c,0x00000009,0,0
1,0xc000021c,0x00000000,9,2,389,135432072,398,1339,0xc000021c,0x0000000b,0,0
2,0xc000021c,0x00000000,9,2,2662,135795021,399,1339,0xc000021c,0x00003033,0,0
0,0x0088dade,0x00000000,6,4,40,405870081,1115,1232,0x00fffff8,0x0088dae2,0,0
0,0x008b142e,0x00000000,9,2,8,170041762,483,1234,0x008b142e,0x00004eba,0,0
0,0x008b0f44,0x00000000,9,2,71,137171087,402,480,0x008b0f44,0x00000c00,0,0
0,0x00898964,0x00000000,6,2,1411,134171777,394,1339,0x00a15112,0x00000000,1,1
1,0xc0000130,0x00000000,10,4,896,135141575,398,1339,0xc0000708,0x00000070,0,0
2,0xc0000130,0x00000000,10,4,920,135147049,398,1339,0xc0000708,0x00000070,0,0
0,0x008b0a5a,0x00000000,9,2,2,95429661,241,349,0x008b0a5a,0x00004e75,0,0
0,0x008b0570,0x00000000,9,2,1118,3032229,14,1339,0x008b0570,0x00006700,0,0
0,0x008b0086,0x00000000,9,2,3342,3531870,15,1339,0x008b0086,0x00004a15,0,0
2,0xc000068c,0x00000000,9,2,1508,135427501,398,1339,0xc000068c,0x00000028,0,0
1,0xc000068c,0x00000000,9,2,6955,270039094,743,1232,0xc000068c,0x00000028,0,0
1,0xc00001a2,0x00000000,9,2,895,135176762,398,1339,0xc00001a2,0x0000000b,0,0
2,0xc00001a2,0x00000000,9,2,123405,135184601,398,1339,0xc00001a2,0x0000000b,0,0
0,0x00892810,0x00000000,6,4,1,268516015,739,739,0x00fffff8,0x00892814,0,0
0,0x008b13b4,0x00000000,9,2,10,308801280,851,1258,0x008b13b4,0x0000d203,0,0
1,0xc0000612,0x00000000,9,2,4290,135248372,398,1339,0xc0000612,0x000033cc,0,0
2,0xc0000612,0x00000000,9,2,20,179796775,506,512,0xc0000612,0x000033cc,0,0
1,0xc0000128,0x00000000,9,2,896,135141566,398,1339,0xc0000128,0x00004f22,0,0
2,0xc0000128,0x00000000,9,2,920,135147040,398,1339,0xc0000128,0x00004f22,0,0
0,0x00898982,0x00000000,10,2,1411,134172125,394,1339,0x00ff6096,0x00000000,0,0
2,0xc000003c,0x00000000,10,2,37668,135588792,398,1338,0x06018004,0x00000068,0,0
1,0xc0000598,0x00000000,9,2,10,155336268,446,869,0xc0000598,0x0000e200,0,0
1,0xc00000ae,0x00000000,9,2,11624,135177074,398,1339,0xc00000ae,0x0000000b,0,0
2,0xc00000ae,0x00000000,9,2,11770,135264254,398,1339,0xc00000ae,0x0000000b,0,0
0,0x00898908,0x00000000,10,2,1411,134170480,394,1339,0x00ff601c,0x0000220b,0,0
0,0x0089897a,0x00000000,9,2,1411,134171998,394,1339,0x0089897a,0x00003499,0,0
1,0xc000051e,0x00000000,9,2,493,135253599,398,1339,0xc000051e,0x0000e130,0,0
2,0xc000051e,0x00000000,9,2,3,181178610,509,512,0xc000051e,0x0000e130,0,0
1,0xc0000034,0x00000000,9,2,48373,135176985,398,1339,0xc0000034,0x00008800,0,0
2,0xc0000034,0x00000000,9,2,61050,135184818,398,1339,0xc0000034,0x00008800,0,0
0,0x008b0204,0x00000000,6,1,157,134217492,395,1234,0x00ff86d9,0x00000001,1,1
0,0x00898900,0x00000000,9,2,1411,134170373,394,1339,0x00898900,0x00003499,0,0
1,0xc00004a4,0x00000000,9,2,32,162723558,464,1339,0xc00004a4,0x0000b0b2,0,0
0,0x008b029c,0x00000000,10,4,36,134212560,395,1223,0x00ffffe4,0x008b0132,0,0
0,0x008b0ce2,0x00000000,9,2,5696,1311410,9,1339,0x008b0ce2,0x000066fa,0,0
1,0xc000042a,0x00000000,9,2,20365,135248573,398,1339,0xc000042a,0x000052ec,0,0
2,0xc000042a,0x00000000,9,2,3427,135425933,398,1339,0xc000042a,0x000052ec,0,0
0,0x008b0fce,0x00000000,6,1,5,1313189,9,1236,0x00c00011,0x0000009f,0,0
0,0x008b1152,0x00000000,9,2,1,458560987,1258,1258,0x008b1152,0x00006a02,0,0
0,0x008b0110,0x00000000,6,1,35,134205750,394,1234,0x00a00ffe,0x00000002,0,0
0,0x008b077e,0x00000000,9,2,3,133677547,392,742,0x008b077e,0x00006608,0,0
1,0xc00003b0,0x00000000,9,2,4573,135261986,398,1339,0xc00003b0,0x0000c702,0,0
2,0xc00003b0,0x00000000,9,2,312,179799242,506,1339,0xc00003b0,0x0000c702,0,0
0,0x008b0a6a,0x00000000,6,1,2,95429666,241,349,0x00ff8504,0x00000005,0,0
0,0x008b0bee,0x00000000,9,2,3,133676808,392,742,0x008b0bee,0x00001d7c,0,0
0,0x008b0704,0x00000000,9,2,9,133677099,392,742,0x008b0704,0x0000d2c6,0,0
2,0xc000069c,0x00000000,6,4,1508,135427516,398,1339,0x0600ffe0,0x0000cd14,0,0
1,0xc000069c,0x00000000,6,4,6955,270039109,743,1232,0x0600ff60,0x00006f16,0,0
0,0x008b021a,0x00000000,9,2,3414,134465933,395,1234,0x008b021a,0x00004a2d,0,0
2,0xc0000336,0x00000000,9,2,11222,135187058,398,1339,0xc0000336,0x00004015,0,0
1,0xc0000336,0x00000000,9,2,26814,135248540,398,1339,0xc0000336,0x00004015,0,0
0,0x008b1548,0x00000000,9,2,6,288569888,794,834,0x008b1548,0x00001b40,0,0
0,0x008b0b74,0x00000000,9,2,60,1312392,9,1236,0x008b0b74,0x00004eba,0,0
0,0x008b01a0,0x00000000,9,2,164,169944807,482,1255,0x008b01a0,0x00004845,0,0
0,0x008b0f72,0x00000000,10,1,601,281348611,774,1234,0x00ff8691,0x00000080,0,0
0,0x00882992,0x00000000,9,2,28,457244072,1254,1338,0x00882992,0x00006600,0,0
2,0xc00002bc,0x00000000,9,2,12221,135184903,398,1339,0xc00002bc,0x000053cf,0,0
1,0xc00002bc,0x00000000,9,2,28869,135248611,398,1339,0xc00002bc,0x000053cf,0,0
0,0x008b0f98,0x00000000,9,2,131,142937499,416,1233,0x008b0f98,0x00006000,0,0
0,0x008b05c4,0x00000000,9,2,2,95429576,241,349,0x008b05c4,0x00006000,0,0
0,0x008b00da,0x00000000,9,2,37,134205707,394,1234,0x008b00da,0x00006a12,0,0
1,0xc00001f6,0x00000000,9,2,55989,135176906,398,1339,0xc00001f6,0x0000e000,0,0
2,0xc00001f6,0x00000000,9,2,27873,135184745,398,1339,0xc00001f6,0x0000e000,0,0
0,0x008b13e2,0x00000000,10,1,13,134217424,395,774,0x00ff86ca,0x00000000,0,0
0,0x008b0060,0x00000000,9,2,1244,134217228,395,1234,0x008b0060,0x00004eba,0,0
0,0x0089898a,0x00000000,6,2,1411,134172328,394,1339,0x00a15112,0x00000000,1,1
1,0xc000017c,0x00000000,9,2,106116,135141662,398,1339,0xc000017c,0x00003937,0,0
2,0xc000017c,0x00000000,9,2,54518,135147136,398,1339,0xc000017c,0x00003937,0,0
0,0x008b0e7e,0x00000000,10,1,72,134217313,395,1234,0x008b835a,0x00000040,0,0
0,0x00898910,0x00000000,6,2,1411,134170589,394,1339,0x00a15112,0x0000220a,1,1
1,0xc00005ec,0x00000000,9,2,1,405604134,1115,1115,0xc00005ec,0x0000e200,0,0
1,0xc0000102,0x00000000,9,2,140630,135176799,398,1339,0xc0000102,0x00005261,0,0
2,0xc0000102,0x00000000,9,2,83597,135184638,398,1339,0xc0000102,0x00005261,0,0
0,0x008b1314,0x00000000,9,2,500,134211513,395,1255,0x008b1314,0x00004eba,0,0
0,0x008b11dc,0x00000000,6,2,1,170040376,483,483,0x00ff861e,0x0000fffb,0,0
0,0x008989a8,0x00000000,10,2,1427,134172656,394,1339,0x00ff60bc,0x00000000,0,3
0,0x008989ce,0x00000000,9,2,1411,134173206,394,1339,0x008989ce,0x00003499,0,0
0,0x008b0808,0x00000000,6,4,4,305106178,841,1255,0x00ff87a0,0x008b9488,0,0
1,0xc0000572,0x00000000,9,2,32,160287196,458,1339,0xc0000572,0x0000b04b,0,0
1,0xc0000088,0x00000000,9,2,12159,135177108,398,1339,0xc0000088,0x0000e620,0,0
2,0xc0000088,0x00000000,9,2,4932,135185246,398,1339,0xc0000088,0x0000e620,0,0
0,0x0089287a,0x00000000,9,2,1,268780158,740,740,0x0089287a,0x00004eba,0,0
0,0x0089892e,0x00000000,10,2,1411,134171031,394,1339,0x00ff6042,0x00000000,0,0
0,0x00898954,0x00000000,9,2,1411,134171561,394,1339,0x00898954,0x00003499,0,0
0,0x008b03dc,0x00000000,9,2,248,169944987,482,1339,0x008b03dc,0x0000102d,0,0
1,0xc00004f8,0x00000000,9,2,7,159053673,455,509,0xc00004f8,0x0000e340,0,0
1,0xc000000e,0x00000000,9,2,56884,135176770,398,1339,0xc000000e,0x00003b03,0,0
2,0xc000000e,0x00000000,9,2,66741,135184609,398,1339,0xc000000e,0x00003b03,0,0
0,0x008821fa,0x00000000,9,2,1,457739096,1256,1256,0x008821fa,0x00004a78,0,0
0,0x008b0d10,0x00000000,10,1,895,1312420,9,1339,0x00a04000,0x00000000,0,0
0,0x008b0d36,0x00000000,9,2,1499,1311402,9,1339,0x008b0d36,0x00006714,0,0
1,0xc000047e,0x00000000,9,2,4,159052546,455,1115,0xc000047e,0x0000b0be,0,0
0,0x008b1180,0x00000000,10,1,1,457494918,1255,1255,0x008b92d0,0x00000000,0,0
0,0x008b07ac,0x00000000,10,2,4,305106115,841,1255,0x008b946e,0x0000001a,0,0
0,0x008b07d2,0x00000000,9,2,4,305106136,841,1255,0x008b07d2,0x00006026,0,0
2,0xc0000404,0x00000000,9,2,12533,135184863,398,1339,0xc0000404,0x00003423,0,0
1,0xc0000404,0x00000000,9,2,33472,135248571,398,1339,0xc0000404,0x00003423,0,0
1,0xc00002cc,0x00000000,6,4,124,135261943,398,1339,0x0600ff60,0xc0000268,0,0
2,0xc00002cc,0x00000000,6,4,2,179799199,506,509,0x0600ffe4,0xc0000230,0,0
0,0x008b0c1c,0x00000000,10,1,1306,1046483,8,14,0x008b1688,0x000000f3,0,0
0,0x008b0c42,0x00000000,9,2,2,1311372,9,15,0x008b0c42,0x00004e71,0,0
0,0x008b026e,0x00000000,9,2,93,148319300,429,1233,0x008b026e,0x00001b68,0,0
0,0x0088e7a4,0x00000000,9,2,1,318220092,880,880,0x0088e7a4,0x00004eba,0,0
2,0xc000038a,0x00000000,9,2,2246,135203520,398,1339,0xc000038a,0x00006463,0,0
1,0xc000038a,0x00000000,9,2,4776,135272237,398,1339,0xc000038a,0x00006463,0,0
0,0x008b0f7a,0x00000000,6,1,601,281348614,774,1234,0x00c00011,0x00000094,0,0
0,0x008b06de,0x00000000,9,2,9,133677075,392,742,0x008b06de,0x0000135a,0,0
0,0x008b01f4,0x00000000,9,2,401,134212507,395,1255,0x008b01f4,0x0000082d,0,0
2,0xc0000310,0x00000000,9,2,11222,135187029,398,1339,0xc0000310,0x0000c506,0,0
1,0xc0000310,0x00000000,9,2,26814,135248511,398,1339,0xc0000310,0x0000c506,0,0
0,0x008b14fc,0x00000000,10,1,13,134217256,395,1203,0x008b8358,0x00000007,0,0
0,0x008b1522,0x00000000,9,2,15,302660417,834,1234,0x008b1522,0x000066de,0,0
0,0x008b063e,0x00000000,10,1,3,133676827,392,742,0x008b811d,0x0000004c,0,0
0,0x008b0f00,0x00000000,6,1,466,281348572,774,1234,0x00c00011,0x00000089,0,0
0,0x008b0154,0x00000000,10,1,702,134205780,394,1339,0x008b8148,0x000000ef,0,0
2,0xc0000296,0x00000000,9,2,12221,135184826,398,1339,0xc0000296,0x0000e10e,0,0
1,0xc0000296,0x00000000,9,2,28899,135248543,398,1339,0xc0000296,0x0000e10e,0,0
1,0xc000015e,0x00000000,6,4,106116,135141635,398,1339,0x06018008,0xff7124ce,0,0
2,0xc000015e,0x00000000,6,4,54142,135147109,398,1339,0x0601c008,0x0036f88e,0,0
1,0xc00002e2,0x00000000,9,2,4573,135262008,398,1339,0xc00002e2,0x000089cd,0,0
2,0xc00002e2,0x00000000,9,2,312,179799270,506,1339,0xc00002e2,0x000089cd,0,0
1,0xc000004c,0x00000000,6,4,895,135213109,398,1339,0xc0000724,0x06010000,0,0
2,0xc000004c,0x00000000,6,4,920,135231328,398,1339,0xc0000724,0x0601353c,0,0
0,0x008b14f4,0x00000000,9,2,3,134217639,395,754,0x008b14f4,0x00004e75,0,0
0,0x00898918,0x00000000,6,2,1411,134170695,394,1339,0x00a15112,0x0000220a,1,1
1,0xc0000268,0x00000000,9,2,1441,135186689,398,1339,0xc0000268,0x00004f26,0,0
2,0xc0000268,0x00000000,9,2,1248,135264834,398,512,0xc0000268,0x00004f26,0,0
0,0x008b0f90,0x00000000,9,2,131,142937493,416,1233,0x008b0f90,0x0000552d,0,0
0,0x008b0fb6,0x00000000,10,2,2,270463366,743,743,0x00ff0004,0x00002a40,0,1
0,0x008b00d2,0x00000000,9,2,7,134205671,394,784,0x008b00d2,0x00004eba,0,0
0,0x008b00f8,0x00000000,10,1,37,134205730,394,1234,0x00ff8550,0x00000082,0,0
1,0xc00001ee,0x00000000,9,2,55989,135176900,398,1339,0xc00001ee,0x000065c3,0,0
2,0xc00001ee,0x00000000,9,2,25218,135184739,398,1339,0xc00001ee,0x000065c3,0,0
0,0x008b1400,0x00000000,9,2,13,134217442,395,774,0x008b1400,0x0000426d,0,0
0,0x008b0f16,0x00000000,9,2,1183,134217363,395,1234,0x008b0f16,0x00001c2d,0,0
0,0x008b1426,0x00000000,10,1,9,170041760,483,1234,0x00ff8508,0x00000000,0,0
0,0x008b0542,0x00000000,9,2,7,133676412,392,1255,0x008b0542,0x00001011,0,0
0,0x008b0058,0x00000000,9,2,3342,3531835,15,1339,0x008b0058,0x0000dafc,0,0
0,0x008b0568,0x00000000,10,4,7,133676430,392,1255,0x00ffffe8,0x008b0030,0,0
1,0xc000065e,0x00000000,9,2,4290,135248427,398,1339,0xc000065e,0x0000000a,0,0
2,0xc000065e,0x00000000,9,2,20,179796830,506,512,0xc000065e,0x0000000a,0,0
1,0xc0000174,0x00000000,9,2,106116,135141652,398,1339,0xc0000174,0x0000054f,0,0
2,0xc0000174,0x00000000,9,2,54559,135147126,398,1339,0xc0000174,0x0000054f,0,0
1,0xc000019a,0x00000000,10,2,106116,135141673,398,1339,0xc000019a,0x00004b10,0,0
2,0xc000019a,0x00000000,10,2,54142,135147157,398,1339,0xc000019a,0x00004b10,0,0
0,0x008b0e9c,0x00000000,9,2,52,281348427,774,1234,0x008b0e9c,0x00000245,0,0
0,0x008b13ac,0x00000000,10,1,40,308801254,851,1258,0x008b13de,0x00000040,0,0
