cpu,pc,opcode_hash,flags,width,count,first_sequence,first_frame,last_frame,sample_raw,sample_value,min_slot,max_slot
0,0x008989de,0x00000000,9,2,1411,134173420,394,1339,0x008989de,0x00003499,0,0
1,0xc0000582,0x00000000,9,2,13,155331151,446,1115,0xc0000582,0x0000e100,0,0
0,0x008854b2,0x00000000,6,4,1,132691497,389,389,0x00fffff8,0x008854b6,0,0
1,0xc0000098,0x00000000,9,2,46496,135176994,398,1339,0xc0000098,0x000060c6,0,0
2,0xc0000098,0x00000000,9,2,30716,135264174,398,1339,0xc0000098,0x000060c6,0,0
0,0x0088dade,0x00000000,9,2,40,405870080,1115,1232,0x0088dade,0x00006100,0,0
0,0x008b142e,0x00000000,6,4,8,170041763,483,1234,0x00ffffdc,0x008b1432,0,0
0,0x00898964,0x00000000,9,2,1411,134171775,394,1339,0x00898964,0x00003499,0,0
1,0xc0000508,0x00000000,9,2,7,159053933,455,509,0xc0000508,0x0000b079,0,0
1,0xc000001e,0x00000000,9,2,55989,135176779,398,1339,0xc000001e,0x0000c70c,0,0
2,0xc000001e,0x00000000,9,2,81586,135184618,398,1339,0xc000001e,0x0000c70c,0,0
0,0x008989d6,0x00000000,10,2,1413,134173311,394,1339,0x00ff60ea,0x00000000,0,3
2,0xc00001a2,0x00000000,6,1,122485,135590294,398,1338,0x2400fe5b,0x000000a8,0,0
0,0x00892810,0x00000000,9,2,1,268516014,739,739,0x00892810,0x00004eba,0,0
0,0x008b0d46,0x00000000,9,2,142,134212636,395,1255,0x008b0d46,0x00004e71,0,0
1,0xc0000090,0x00000000,10,4,12159,135177132,398,1339,0x0600ff64,0xc0000026,0,0
2,0xc0000090,0x00000000,10,4,4932,135185270,398,1339,0x0600ffe8,0xc0000026,0,0
1,0xc000048e,0x00000000,9,2,318,135248365,398,1339,0xc000048e,0x0000e220,0,0
2,0xc000048e,0x00000000,9,2,2,181177974,509,512,0xc000048e,0x0000e220,0,0
0,0x0089895c,0x00000000,10,2,1411,134171670,394,1339,0x00ff6070,0x00000000,0,0
1,0xc0000128,0x00000000,6,4,896,135141567,398,1339,0x0600ff64,0xc0000008,0,0
2,0xc0000128,0x00000000,6,4,920,135147041,398,1339,0x0600ffe8,0xc0000008,0,0
0,0x008b11b6,0x00000000,9,2,83,458028972,1258,1339,0x008b11b6,0x00004e75,0,0
0,0x008b0ccc,0x00000000,9,2,2265,134211488,395,1339,0x008b0ccc,0x0000082d,0,0
0,0x008b02f8,0x00000000,9,2,1265,169944890,482,1339,0x008b02f8,0x00006744,0,0
0,0x008b1228,0x00000000,10,1,12,134205678,394,1234,0x008b8418,0x00000000,0,0
2,0xc0000414,0x00000000,9,2,12533,135184873,398,1339,0xc0000414,0x0000334c,0,0
1,0xc0000414,0x00000000,9,2,33472,135248581,398,1339,0xc0000414,0x0000334c,0,0
0,0x008b113c,0x00000000,9,2,1,457494913,1255,1255,0x008b113c,0x00006000,0,0
0,0x008b0c52,0x00000000,9,2,2,1311380,9,15,0x008b0c52,0x00004e71,0,0
0,0x008b0768,0x00000000,9,2,9,133677494,392,742,0x008b0768,0x00000815,0,0
0,0x008b027e,0x00000000,9,2,540,147906547,428,1233,0x008b027e,0x00001c2d,0,0
0,0x0089897a,0x00000000,6,2,1411,134172114,394,1339,0x00a15112,0x00000000,1,1
2,0xc000039a,0x00000000,9,2,1824,135184844,398,1339,0xc000039a,0x00003473,0,0
1,0xc000039a,0x00000000,9,2,1709,135251210,398,1339,0xc000039a,0x00003473,0,0
0,0x008b02f0,0x00000000,10,1,1265,169944888,482,1339,0x00ff857a,0x00000080,0,0
0,0x008b06ee,0x00000000,9,2,9,133677084,392,742,0x008b06ee,0x00007000,0,0
0,0x008b0204,0x00000000,9,2,157,134217490,395,1234,0x008b0204,0x00001b58,0,0
0,0x00898900,0x00000000,6,2,1411,134170375,394,1339,0x00a15112,0x0000220a,1,1
2,0xc0000320,0x00000000,9,2,11222,135187040,398,1339,0xc0000320,0x0000c516,0,0
1,0xc0000320,0x00000000,9,2,26814,135248522,398,1339,0xc0000320,0x0000c516,0,0
0,0x008b0b5e,0x00000000,9,2,15,1312182,9,1235,0x008b0b5e,0x00005801,0,0
0,0x008b018a,0x00000000,9,2,164,169944800,482,1255,0x008b018a,0x00000285,0,0
2,0xc00002a6,0x00000000,9,2,12221,135184889,398,1339,0xc00002a6,0x0000c820,0,0
1,0xc00002a6,0x00000000,9,2,28869,135248597,398,1339,0xc00002a6,0x0000c820,0,0
0,0x008b01fc,0x00000000,10,4,157,134217486,395,1234,0x00ff86d4,0x008b8351,0,0
0,0x008b0fce,0x00000000,9,2,5,1313188,9,1236,0x008b0fce,0x000010bc,0,0
0,0x008b152a,0x00000000,10,1,13,273875872,753,834,0x00ff857d,0x00000030,0,0
0,0x008b0110,0x00000000,9,2,35,134205749,394,1234,0x008b0110,0x000013c0,0,0
1,0xc000022c,0x00000000,9,2,10183,135177079,398,1339,0xc000022c,0x00000103,0,0
2,0xc000022c,0x00000000,9,2,8039,135264259,398,1339,0xc000022c,0x00000103,0,0
0,0x008b0a6a,0x00000000,9,2,2,95429665,241,349,0x008b0a6a,0x00001d7c,0,0
0,0x008b0580,0x00000000,9,2,10,95429558,241,1255,0x008b0580,0x00006500,0,0
0,0x008b0bee,0x00000000,6,1,3,133676809,392,742,0x00ff8509,0x00000080,0,0
2,0xc000069c,0x00000000,9,2,1508,135427515,398,1339,0xc000069c,0x00002f36,0,0
1,0xc000069c,0x00000000,9,2,6955,270039108,743,1232,0xc000069c,0x00002f36,0,0
0,0x008b0fc6,0x00000000,10,4,163,133677508,392,1233,0x00ffffe4,0x008b0772,0,0
2,0xc00001b2,0x00000000,9,2,137012,135421582,398,1339,0xc00001b2,0x00004008,0,0
1,0xc00001b2,0x00000000,9,2,15993,135441742,398,1339,0xc00001b2,0x00004008,0,0
0,0x008b0eda,0x00000000,9,2,466,281348540,774,1234,0x008b0eda,0x00000815,0,0
0,0x008b1548,0x00000000,6,1,6,288569889,794,834,0x00ff857d,0x00000030,0,0
0,0x008b09f0,0x00000000,9,2,2,95429649,241,349,0x008b09f0,0x00004e75,0,0
0,0x008b0b74,0x00000000,6,4,60,1312393,9,1236,0x00ffffb4,0x008b0b78,0,0
1,0xc0000622,0x00000000,9,2,4290,135248386,398,1339,0xc0000622,0x00003048,0,0
2,0xc0000622,0x00000000,9,2,20,179796789,506,512,0xc0000622,0x00003048,0,0
1,0xc0000138,0x00000000,9,2,106117,135141582,398,1339,0xc0000138,0x00004c0b,0,0
2,0xc0000138,0x00000000,9,2,91810,135147056,398,1339,0xc0000138,0x00004c0b,0,0
2,0xc000066e,0x00000000,9,2,1508,135427476,398,1339,0xc000066e,0x0000054f,0,0
1,0xc000066e,0x00000000,9,2,6955,270039069,743,1232,0xc000066e,0x0000054f,0,0
1,0xc0000184,0x00000000,9,2,106116,135141667,398,1339,0xc0000184,0x0000220d,0,0
2,0xc0000184,0x00000000,9,2,54142,135147141,398,1339,0xc0000184,0x0000220d,0,0
0,0x00892e60,0x00000000,9,2,515,270774625,745,871,0x00892e60,0x000073f8,0,0
0,0x008989de,0x00000000,10,2,1411,134173421,394,1339,0x00ff60f2,0x00000000,0,0
0,0x008b0eac,0x00000000,9,2,52,281348433,774,1234,0x008b0eac,0x00006000,0,0
1,0xc0000098,0x00000000,10,4,46496,135176995,398,1339,0x0600f400,0x0027d800,0,0
2,0xc0000098,0x00000000,10,4,26724,135264175,398,1339,0x0600f600,0x00347000,0,0
1,0xc00005f4,0x00000000,9,2,1,405604201,1115,1115,0xc00005f4,0x0000e200,0,0
1,0xc000010a,0x00000000,9,2,140630,135176807,398,1339,0xc000010a,0x00001721,0,0
2,0xc000010a,0x00000000,9,2,83166,135184646,398,1339,0xc000010a,0x00001721,0,0
1,0xc000061a,0x00000000,6,4,4290,135248379,398,1339,0xffffff00,0x0013c860,0,0
2,0xc000061a,0x00000000,6,4,20,179796782,506,512,0xffffff00,0x001bb1cc,0,0
0,0x00898964,0x00000000,10,2,1411,134171776,394,1339,0x00ff6078,0x00000000,0,0
0,0x008928fc,0x00000000,9,2,1,268784804,740,740,0x008928fc,0x00004eba,0,0
0,0x008b131c,0x00000000,9,2,25,134212245,395,1255,0x008b131c,0x00007a03,0,0
2,0xc000001e,0x00000000,10,2,56368,135588772,398,1338,0x06018000,0x00000078,0,0
0,0x008989d6,0x00000000,9,2,1411,134173310,394,1339,0x008989d6,0x00003499,0,0
1,0xc000057a,0x00000000,9,2,13,155331084,446,1115,0xc000057a,0x0000e100,0,0
1,0xc0000090,0x00000000,9,2,12159,135177131,398,1339,0xc0000090,0x00004f26,0,0
2,0xc0000090,0x00000000,9,2,4932,135185269,398,1339,0xc0000090,0x00004f26,0,0
1,0xc00000b6,0x00000000,6,2,37882,135177138,398,1339,0xc0000702,0x00000d00,0,0
2,0xc00000b6,0x00000000,6,2,16279,135184987,398,1339,0xc0000702,0x00000c00,0,0
0,0x008b12c8,0x00000000,6,1,22,134211452,395,1255,0x00ff857b,0x00000002,0,0
0,0x0089895c,0x00000000,9,2,1411,134171669,394,1339,0x0089895c,0x00003499,0,0
0,0x008b11b6,0x00000000,10,4,83,458028973,1258,1339,0x00ffffe0,0x008b0160,0,0
0,0x00898982,0x00000000,6,2,1411,134172218,394,1339,0x00a15112,0x00000000,1,1
1,0xc0000500,0x00000000,9,2,7,159053740,455,509,0xc0000500,0x0000e330,0,0
0,0x008b0ccc,0x00000000,10,1,2265,134211489,395,1339,0x00ff8571,0x00000000,0,0
1,0xc0000016,0x00000000,9,2,56884,135176775,398,1339,0xc0000016,0x0000c90e,0,0
2,0xc0000016,0x00000000,9,2,66741,135184614,398,1339,0xc0000016,0x0000c90e,0,0
0,0x008b1228,0x00000000,9,2,12,134205677,394,1234,0x008b1228,0x0000101c,0,0
0,0x00881344,0x00000000,9,2,1176,131887456,386,1250,0x00881344,0x00006428,0,0
0,0x00898908,0x00000000,6,2,1411,134170481,394,1339,0x00a15112,0x0000220b,1,1
1,0xc0000486,0x00000000,9,2,4,159052561,455,1115,0xc0000486,0x0000e210,0,0
0,0x008b0768,0x00000000,10,1,9,133677495,392,742,0x00ff8690,0x00000080,0,0
0,0x008b027e,0x00000000,10,1,540,147906548,428,1233,0x00ff86da,0x00000001,0,0
0,0x008b02f0,0x00000000,9,2,1265,169944887,482,1339,0x008b02f0,0x0000102d,0,0
2,0xc000040c,0x00000000,9,2,9106,135184869,398,1339,0xc000040c,0x00004419,0,0
1,0xc000040c,0x00000000,9,2,13107,135250349,398,1339,0xc000040c,0x00004419,0,0
0,0x008b0204,0x00000000,10,1,157,134217491,395,1234,0x008b8352,0x00000001,0,0
2,0xc0000320,0x00000000,10,2,11222,135187041,398,1339,0x0600f62c,0x00000026,0,0
1,0xc0000320,0x00000000,10,2,26814,135248523,398,1339,0x0600f47c,0x00000053,0,0
0,0x008b0c4a,0x00000000,9,2,2,1311376,9,15,0x008b0c4a,0x00004e71,0,0
0,0x008b0760,0x00000000,9,2,18,133677246,392,742,0x008b0760,0x0000dac6,0,0
2,0xc0000392,0x00000000,9,2,1108,135193500,398,1339,0xc0000392,0x00006453,0,0
1,0xc0000392,0x00000000,9,2,2931,135274967,398,1339,0xc0000392,0x00006453,0,0
0,0x008b018a,0x00000000,10,2,2,440190137,1204,1204,0x00ff0004,0x0000d864,0,1
0,0x008b10ba,0x00000000,9,2,84,408481313,1122,1339,0x008b10ba,0x00006000,0,0
0,0x008b06e6,0x00000000,9,2,9,133677080,392,742,0x008b06e6,0x00001346,0,0
0,0x008b01fc,0x00000000,9,2,157,134217485,395,1234,0x008b01fc,0x0000206d,0,0
2,0xc0000318,0x00000000,9,2,11222,135187035,398,1339,0xc0000318,0x00006203,0,0
1,0xc0000318,0x00000000,9,2,26814,135248517,398,1339,0xc0000318,0x00006203,0,0
0,0x008b152a,0x00000000,9,2,13,273875871,753,834,0x008b152a,0x0000102d,0,0
2,0xc000029e,0x00000000,9,2,12221,135184859,398,1339,0xc000029e,0x0000b0af,0,0
1,0xc000029e,0x00000000,9,2,28899,135248567,398,1339,0xc000029e,0x0000b0af,0,0
2,0xc00002c4,0x00000000,6,4,12221,135184912,398,1339,0x06013010,0x006a0005,0,0
1,0xc00002c4,0x00000000,6,4,28869,135248620,398,1339,0x06010010,0x0052ffea,0,0
0,0x0088dce4,0x00000000,9,2,39,407329694,1119,1233,0x0088dce4,0x000073f8,0,0
0,0x008b0fc6,0x00000000,9,2,163,133677507,392,1233,0x008b0fc6,0x00004e75,0,0
0,0x008b0108,0x00000000,9,2,35,134205736,394,1234,0x008b0108,0x00004eba,0,0
0,0x00887b90,0x00000000,9,2,112,135942182,399,732,0x00887b90,0x0000672c,0,0
0,0x008b0eda,0x00000000,10,1,466,281348541,774,1234,0x00ff8690,0x00000080,0,0
0,0x008b012e,0x00000000,6,4,284,134212552,395,1339,0x00ffffe4,0x008b0132,0,0
1,0xc0000224,0x00000000,9,2,10183,135176989,398,1339,0xc0000224,0x0000bf35,0,0
2,0xc0000224,0x00000000,9,2,36328,135264169,398,1339,0xc0000224,0x0000bf35,0,0
0,0x008b09f0,0x00000000,10,4,2,95429650,241,349,0x00ffffe4,0x008b0a60,0,0
2,0xc0000138,0x00000000,10,2,37668,135588838,398,1338,0x0601801e,0x0000b100,0,0
0,0x008b1370,0x00000000,9,2,10,308801223,851,1258,0x008b1370,0x0000226d,0,0
0,0x008b13e2,0x00000000,6,1,13,134217425,395,774,0x00ff86ca,0x00000080,1,1
1,0xc00005ce,0x00000000,9,2,16,155330626,446,1115,0xc00005ce,0x0000b01d,0,0
2,0xc00000e4,0x00000000,9,2,20573,135425757,398,1339,0xc00000e4,0x000062d5,0,0
1,0xc00000e4,0x00000000,9,2,11812,135505717,398,1339,0xc00000e4,0x000062d5,0,0
0,0x008849a6,0x00000000,9,2,6,133921431,393,1256,0x008849a6,0x000073f6,0,0
0,0x008b12f6,0x00000000,9,2,25,134211468,395,1255,0x008b12f6,0x00004eba,0,0
0,0x0088d640,0x00000000,9,2,1,404556161,1112,1112,0x0088d640,0x00006100,0,0
0,0x008b0e0c,0x00000000,9,2,3,134205693,394,743,0x008b0e0c,0x00000200,0,0
0,0x0089898a,0x00000000,10,2,1411,134172229,394,1339,0x00ff609e,0x00000000,0,0
1,0xc0000156,0x00000000,6,4,106116,135141628,398,1339,0xffffff14,0x00000000,0,0
2,0xc0000156,0x00000000,6,4,54142,135147102,398,1339,0xffffff14,0x00000000,0,0
0,0x008989b0,0x00000000,9,2,1411,134172763,394,1339,0x008989b0,0x00003499,0,0
1,0xc0000554,0x00000000,9,2,5,159048678,455,1115,0xc0000554,0x0000e210,0,0
2,0xc0000554,0x00000000,9,2,1,181179136,509,509,0xc0000554,0x0000e210,0,0
1,0xc000006a,0x00000000,9,2,18107,135176837,398,1339,0xc000006a,0x0000a026,0,0
2,0xc000006a,0x00000000,9,2,46607,135184676,398,1339,0xc000006a,0x0000a026,0,0
0,0x00887002,0x00000000,9,2,112,135942798,399,732,0x00887002,0x00006600,0,0
0,0x00898910,0x00000000,10,2,1411,134170588,394,1339,0x00ff6024,0x0000220a,0,0
0,0x00898936,0x00000000,9,2,1411,134171134,394,1339,0x00898936,0x00003499,0,0
1,0xc00004da,0x00000000,9,2,2,159050005,455,473,0xc00004da,0x0000e230,0,0
0,0x008989a8,0x00000000,6,2,1411,134172657,394,1339,0x00a15112,0x00000000,1,1
0,0x008b0cf2,0x00000000,10,4,1996,1311420,9,1339,0x00ffffb4,0x008b0cc2,0,0
0,0x0088e966,0x00000000,6,4,30,318746764,881,1096,0x00fffff8,0x0088e96a,0,0
0,0x008b082e,0x00000000,9,2,4,305106199,841,1255,0x008b082e,0x00001b7c,0,0
0,0x008b0344,0x00000000,9,2,1265,169944894,482,1339,0x008b0344,0x0000dc6d,0,0
1,0xc0000460,0x00000000,9,2,8,159041892,455,1115,0xc0000460,0x0000b0cd,0,0
0,0x0089892e,0x00000000,6,2,1411,134171032,394,1339,0x00a15112,0x00000000,1,1
0,0x008b1188,0x00000000,9,2,83,458023502,1257,1339,0x008b1188,0x0000101c,0,0
0,0x008b07b4,0x00000000,9,2,4,305106121,841,1255,0x008b07b4,0x00005307,0,0
0,0x008b02ca,0x00000000,9,2,799,169944906,482,1339,0x008b02ca,0x00003206,0,0
1,0xc00003e6,0x00000000,9,2,2,179773659,506,509,0xc00003e6,0x0000d104,0,0
2,0xc00003e6,0x00000000,9,2,86,179799252,506,1339,0xc00003e6,0x0000d104,0,0
0,0x008b0826,0x00000000,6,1,4,305106196,841,1255,0x00ff878d,0x00000030,0,0
0,0x008b0250,0x00000000,9,2,604,134466213,395,1234,0x008b0250,0x0000532d,0,0
2,0xc0000346,0x00000000,10,4,12221,135184832,398,1339,0x0600f638,0x0036f88e,0,0
1,0xc0000346,0x00000000,10,4,28899,135248549,398,1339,0x0600f488,0x000f67ce,0,0
2,0xc000036c,0x00000000,9,2,311,135217073,398,1339,0xc000036c,0x00006473,0,0
1,0xc000036c,0x00000000,9,2,4023,135283583,398,1339,0xc000036c,0x00006473,0,0
0,0x008b1094,0x00000000,9,2,493,134205673,394,1339,0x008b1094,0x00000445,0,0
0,0x008b0baa,0x00000000,9,2,1140,1311465,9,1235,0x008b0baa,0x000051c8,0,0
0,0x008b01b0,0x00000000,10,4,164,169944815,482,1255,0x00ffffe0,0x008b016e,0,0
0,0x008b06c0,0x00000000,9,2,3,133677063,392,742,0x008b06c0,0x000033fc,0,0
0,0x008b01d6,0x00000000,9,2,485,134212492,395,1339,0x008b01d6,0x00001b6d,0,0
1,0xc00002f2,0x00000000,9,2,784,405502341,1115,1232,0xc00002f2,0x0000b1b9,0,0
0,0x008b0c1c,0x00000000,6,1,1306,1046484,8,14,0x00a00000,0x000000f3,1,1
0,0x008b1504,0x00000000,9,2,112,169945136,482,1339,0x008b1504,0x0000e148,0,0
0,0x008b0646,0x00000000,9,2,3,133676830,392,742,0x008b0646,0x0000264c,0,0
0,0x008b015c,0x00000000,9,2,418,134205783,394,1339,0x008b015c,0x00004eba,0,0
0,0x008b06b8,0x00000000,6,4,3,133677036,392,742,0x00ffffe4,0x008b06bc,0,0
0,0x008b148a,0x00000000,9,2,3,315793435,872,1235,0x008b148a,0x00000c2d,0,0
0,0x008b01ce,0x00000000,6,2,36,134212489,395,1223,0x00ff8580,0x00000000,0,0
0,0x008b0fa0,0x00000000,9,2,71,137171092,402,480,0x008b0fa0,0x00004e75,0,0
0,0x008b14fc,0x00000000,6,1,13,134217257,395,1203,0x00ff869b,0x00000007,1,1
0,0x008b00e2,0x00000000,9,2,26,134205712,394,1193,0x008b00e2,0x00006a0a,0,0
1,0xc00001d8,0x00000000,10,2,47606,135141593,398,1339,0x220adc6c,0x0000ff00,0,0
2,0xc00001d8,0x00000000,10,2,40838,135147067,398,1339,0x220b18ac,0x0000e600,0,0
1,0xc00001fe,0x00000000,9,2,95929,135176947,398,1339,0xc00001fe,0x0000611b,0,0
2,0xc00001fe,0x00000000,9,2,36968,135268032,398,1339,0xc00001fe,0x0000611b,0,0
0,0x008b063e,0x00000000,6,1,3,133676828,392,742,0x00ff8501,0x0000004c,1,1
0,0x008b0f26,0x00000000,9,2,1178,134217370,395,1234,0x008b0f26,0x00005340,0,0
0,0x008b0552,0x00000000,9,2,7,133676420,392,1255,0x008b0552,0x00001430,0,0
0,0x008b0068,0x00000000,9,2,1114,3531850,15,1339,0x008b0068,0x00001d7c,0,0
0,0x0088e9b8,0x00000000,9,2,239,318815569,882,1097,0x0088e9b8,0x000077f6,0,0
1,0xc000059e,0x00000000,9,2,10,155336334,446,869,0xc000059e,0x0000e120,0,0
1,0xc00000b4,0x00000000,9,2,37882,135177135,398,1339,0xc00000b4,0x000060d5,0,0
2,0xc00000b4,0x00000000,9,2,301458,135184984,398,1339,0xc00000b4,0x000060d5,0,0
0,0x0089890e,0x00000000,6,2,1411,134170586,394,1339,0x00a15112,0x000018a4,1,1
0,0x008b12c6,0x00000000,9,2,22,134211449,395,1255,0x008b12c6,0x0000101c,0,0
1,0xc00004b2,0x00000000,6,4,32,162723692,464,1339,0x0600ff54,0xc00004b4,0,0
0,0x00898980,0x00000000,9,2,1411,134172121,394,1339,0x00898980,0x00003499,0,0
0,0x008989a6,0x00000000,10,2,1463,134172653,394,1339,0x00ff60ba,0x00000000,0,3
1,0xc0000524,0x00000000,9,2,493,135253602,398,1339,0xc0000524,0x0000e330,0,0
2,0xc0000524,0x00000000,9,2,3,181178613,509,512,0xc0000524,0x0000e330,0,0
1,0xc000003a,0x00000000,9,2,7562,135186519,398,1339,0xc000003a,0x0000b0d7,0,0
2,0xc000003a,0x00000000,9,2,39504,135264664,398,1339,0xc000003a,0x0000b0d7,0,0
0,0x00898906,0x00000000,9,2,1411,134170476,394,1339,0x00898906,0x00003499,0,0
0,0x0089892c,0x00000000,10,2,1411,134171028,394,1339,0x00ff6040,0x00000000,0,0
1,0xc00004aa,0x00000000,9,2,32,162723624,464,1339,0xc00004aa,0x0000e210,0,0
0,0x008b11d2,0x00000000,9,2,7,169945081,482,784,0x008b11d2,0x00006000,0,0
0,0x00889f16,0x00000000,6,2,1,487197854,1320,1320,0xffff90b0,0x00000000,0,0
0,0x008b0ce8,0x00000000,9,2,1996,1311414,9,1339,0x008b0ce8,0x00000810,0,0
0,0x008b07fe,0x00000000,9,2,4,305106139,841,1255,0x008b07fe,0x0000244d,0,0
1,0xc0000430,0x00000000,9,2,20365,135248578,398,1339,0xc0000430,0x0000afef,0,0
2,0xc0000430,0x00000000,9,2,3427,135425938,398,1339,0xc0000430,0x0000afef,0,0
0,0x008b0bfc,0x00000000,6,2,2,1046475,8,14,0x00a11100,0x00000100,0,0
0,0x0088e360,0x00000000,9,2,5045,270772494,745,1234,0x0088e360,0x000073f8,0,0
0,0x008b0c6e,0x00000000,9,2,284,134212569,395,1339,0x008b0c6e,0x00000815,0,0
0,0x008b1556,0x00000000,6,1,10,273875855,753,834,0x00ff8578,0x00000024,1,1
1,0xc00003b6,0x00000000,9,2,4573,135261991,398,1339,0xc00003b6,0x000055c6,0,0
2,0xc00003b6,0x00000000,9,2,312,179799247,506,1339,0xc00003b6,0x000055c6,0,0
0,0x008b10de,0x00000000,9,2,13,134217422,395,774,0x008b10de,0x00006000,0,0
0,0x008b0bf4,0x00000000,9,2,3,133676810,392,742,0x008b0bf4,0x00004e75,0,0
0,0x008b070a,0x00000000,9,2,3,133677159,392,742,0x008b070a,0x000043ee,0,0
0,0x008b14dc,0x00000000,6,1,3,134217629,395,754,0x00ff86f1,0x000000e0,0,0
0,0x008b0b7a,0x00000000,9,2,60,1312427,9,1236,0x008b0b7a,0x000051ca,0,0
0,0x008b0690,0x00000000,9,2,18,133676867,392,742,0x008b0690,0x0000d2c6,0,0
0,0x008b01a6,0x00000000,9,2,164,169944809,482,1255,0x008b01a6,0x0000700b,0,0
2,0xc00002c2,0x00000000,9,2,12221,135184909,398,1339,0xc00002c2,0x00001b23,0,0
1,0xc00002c2,0x00000000,9,2,28869,135248617,398,1339,0xc00002c2,0x00001b23,0,0
0,0x008b0a8e,0x00000000,6,1,8,95928202,243,357,0x00ff8506,0x00000001,0,0
1,0xc00001d6,0x00000000,6,4,47606,135141591,398,1339,0xc0000770,0xff1a5800,0,0
2,0xc00001d6,0x00000000,6,4,40838,135147065,398,1339,0xc0000770,0xff0db800,0,0
0,0x008b13e8,0x00000000,6,4,13,134217427,395,774,0x00ff86d4,0x008b8351,0,0
0,0x008b0040,0x00000000,6,1,1114,3122083,15,1339,0x00ff8508,0x00000000,0,0
0,0x008b0f70,0x00000000,9,2,601,281348609,774,1234,0x008b0f70,0x00006610,0,0
0,0x008b1480,0x00000000,10,1,3,315758507,871,1234,0x00ff863b,0x00000002,0,0
0,0x008b0a86,0x00000000,9,2,10,95928197,243,359,0x008b0a86,0x0000532e,0,0
0,0x008b059c,0x00000000,9,2,3,95429565,241,1235,0x008b059c,0x00000c07,0,0
0,0x008b00b2,0x00000000,9,2,2228,3531891,15,1339,0x008b00b2,0x000051cf,0,0
2,0xc00006b8,0x00000000,9,2,1508,135427539,398,1339,0xc00006b8,0x00008908,0,0
1,0xc00006b8,0x00000000,9,2,6955,270039132,743,1232,0xc00006b8,0x00008908,0,0
1,0xc00001ce,0x00000000,9,2,47606,135141585,398,1339,0xc00001ce,0x000061d5,0,0
2,0xc00001ce,0x00000000,9,2,281855,135147059,398,1339,0xc00001ce,0x000061d5,0,0
1,0xc00001f4,0x00000000,10,4,55989,135176905,398,1339,0xc000070c,0x00009000,0,0
2,0xc00001f4,0x00000000,10,4,25218,135184744,398,1339,0xc000070c,0x00009000,0,0
0,0x008b0f1c,0x00000000,10,1,1183,134217367,395,1234,0x00ff869b,0x00000007,0,0
0,0x008b0038,0x00000000,9,2,1115,3122079,15,1339,0x008b0038,0x00004a15,0,0
1,0xc000063e,0x00000000,9,2,4290,135248405,398,1339,0xc000063e,0x00005420,0,0
2,0xc000063e,0x00000000,9,2,20,179796808,506,512,0xc000063e,0x00005420,0,0
1,0xc0000154,0x00000000,9,2,106116,135141626,398,1339,0xc0000154,0x0000e000,0,0
2,0xc0000154,0x00000000,9,2,54142,135147100,398,1339,0xc0000154,0x0000e000,0,0
0,0x008989ae,0x00000000,6,2,1411,134172762,394,1339,0x00a15112,0x00000000,1,1
0,0x008b1366,0x00000000,9,2,10,308801218,851,1258,0x008b1366,0x0000226e,0,0
1,0xc000008e,0x00000000,9,2,12159,135177130,398,1339,0xc000008e,0x0000a010,0,0
2,0xc000008e,0x00000000,9,2,4932,135185268,398,1339,0xc000008e,0x0000a010,0,0
0,0x00898934,0x00000000,6,2,1411,134171133,394,1339,0x00a15112,0x00000000,1,1
2,0xc0000100,0x00000000,10,2,17119,135589071,398,1338,0x06018026,0x00000066,0,0
0,0x0089895a,0x00000000,9,2,1411,134171570,394,1339,0x0089895a,0x00003499,0,0
0,0x008b03e2,0x00000000,9,2,248,169944990,482,1339,0x008b03e2,0x00004efb,0,0
0,0x008b1312,0x00000000,10,1,500,134211512,395,1255,0x008b851f,0x00000048,0,0
1,0xc00004fe,0x00000000,9,2,7,159053739,455,509,0xc00004fe,0x0000b085,0,0
1,0xc0000014,0x00000000,9,2,56884,135176774,398,1339,0xc0000014,0x00006098,0,0
2,0xc0000014,0x00000000,9,2,66741,135184613,398,1339,0xc0000014,0x00006098,0,0
0,0x008989cc,0x00000000,10,2,1411,134173204,394,1339,0x00ff60e0,0x00000000,0,0
0,0x008b0d16,0x00000000,6,1,895,1312423,9,1339,0x00a04003,0x0000007f,0,0
1,0xc0000086,0x00000000,10,4,13396,135177455,398,1339,0x0600ff64,0xc0000026,0,0
2,0xc0000086,0x00000000,10,4,6245,135184981,398,1339,0x0600ffe8,0xc0000026,0,0
1,0xc0000484,0x00000000,9,2,4,159052560,455,1115,0xc0000484,0x0000b0bb,0,0
0,0x00898952,0x00000000,10,2,1411,134171465,394,1339,0x00ff6066,0x00000000,0,0
0,0x008b0cc2,0x00000000,9,2,473,1311421,9,1339,0x008b0cc2,0x000033fc,0,0
1,0xc000000c,0x00000000,10,4,1284,135176769,398,1339,0xc0000728,0x06012fec,0,0
2,0xc000000c,0x00000000,10,4,976,135184608,398,1339,0xc0000728,0x06015fec,0,0
0,0x008b02ee,0x00000000,9,2,1265,169944886,482,1339,0x008b02ee,0x00007c00,0,0
2,0xc000040a,0x00000000,9,2,9106,135184867,398,1339,0xc000040a,0x000053ef,0,0
1,0xc000040a,0x00000000,9,2,13107,135250347,398,1339,0xc000040a,0x000053ef,0,0
0,0x008b0c48,0x00000000,9,2,2,1311375,9,15,0x008b0c48,0x00004e71,0,0
0,0x008b0274,0x00000000,9,2,93,148319303,429,1233,0x008b0274,0x0000442d,0,0
