frame,0xFF7B40,0x2600BC64,0x2600BC68,0x2600BC6C,0x2600BC8C,0x2600BC90,0x2600BC00,0x2600BC0C,0x2600FB64,0x20004020
324,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
325,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
326,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
327,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
328,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
329,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
330,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
331,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
332,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
333,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
334,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
335,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
336,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
337,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
338,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
339,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
340,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
341,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
342,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
343,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
344,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
345,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
346,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
347,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
348,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
349,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
350,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
351,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
352,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
353,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
354,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
355,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
356,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
357,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
358,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
359,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
360,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
361,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
362,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
363,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
364,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
365,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
366,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
367,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
368,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
369,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
370,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
371,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x6
372,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
373,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
374,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
375,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
376,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
377,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
378,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
379,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
380,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
381,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
382,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
383,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
384,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
385,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
386,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
387,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
388,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
389,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
390,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
391,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
392,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
393,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
394,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
395,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
396,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
397,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
398,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
399,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
400,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
401,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
402,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
403,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
404,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
405,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
406,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
407,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
408,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
409,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
410,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
411,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
412,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
413,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
414,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
415,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
416,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
417,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
418,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
419,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
420,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
421,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
422,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
423,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
424,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
425,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
426,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
427,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
428,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
429,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
430,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
431,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
432,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
433,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
434,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
435,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
436,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
437,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
438,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
439,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
440,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
441,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
442,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
443,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
444,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
445,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
446,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
447,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
448,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
449,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
450,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
451,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
452,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
453,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
454,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
455,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
456,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
457,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
458,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
459,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
460,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
461,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
462,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
463,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
464,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
465,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
466,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
467,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
468,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
469,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
470,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
471,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
472,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
473,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
474,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
475,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
476,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
477,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
478,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
479,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
480,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
481,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
482,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
483,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
484,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
485,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
486,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
487,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
488,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
489,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
490,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
491,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
492,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
493,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
494,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
495,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
496,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
497,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
498,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
499,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
500,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
501,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
502,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
503,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
504,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
505,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
506,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
507,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
508,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
509,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
510,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
511,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
512,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
513,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
514,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
515,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
516,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
517,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
518,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
519,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
520,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
521,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
522,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
523,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
524,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
525,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
526,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
527,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
528,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
529,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
530,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
531,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
532,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
533,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
534,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
535,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
536,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
537,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
538,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
539,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
540,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
541,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
542,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
543,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
544,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
545,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
546,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
547,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
548,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
549,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
550,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
551,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
552,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
553,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
554,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
555,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
556,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
557,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
558,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
559,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
560,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
561,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
562,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
563,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
564,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
565,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
566,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
567,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
568,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
569,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
570,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
571,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
572,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
573,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
574,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
575,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
576,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
577,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
578,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
579,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
580,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
581,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
582,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
583,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
584,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
585,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
587,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
588,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
589,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
590,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
591,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
592,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
593,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
594,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
595,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
596,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
597,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
598,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
599,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
600,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
601,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
602,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
603,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
604,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
605,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
606,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
607,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
608,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
609,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
610,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
611,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
612,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
613,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
614,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
615,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
616,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
617,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
618,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
619,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
620,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
621,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
622,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
623,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
624,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
625,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
626,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
627,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
628,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
629,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
630,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
631,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
632,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
633,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
634,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
635,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
636,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
637,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
638,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
639,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
640,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
641,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
642,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
643,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
644,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
645,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
646,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
647,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
648,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
649,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
650,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
651,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
652,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
653,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x105
654,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x5
