frame,0xFF7B40,0x2600BC64,0x2600BC68,0x2600BC6C,0x2600BC8C,0x2600BC90,0x2600BC00,0x2600BC0C,0x2600FB64,0x20004020
982,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
983,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
984,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
985,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
986,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
987,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
988,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
989,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
990,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
991,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
992,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
993,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
994,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
995,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
996,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
997,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
998,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
999,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1001,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1002,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1003,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1004,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1005,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1006,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1007,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1008,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1009,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1010,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1011,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1012,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1013,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1014,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1015,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1016,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1017,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1018,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1019,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1020,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1021,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1022,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1023,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1024,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1025,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1026,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1027,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1028,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1029,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1030,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1031,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1032,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1033,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1034,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1035,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1036,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1037,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1038,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1039,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1040,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1041,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1042,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1043,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1044,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1045,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1046,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1047,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1048,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1049,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1050,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1051,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1052,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1053,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1054,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1055,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1056,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1057,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1058,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1059,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1060,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1061,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1062,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1063,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1064,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1065,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1066,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1067,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1068,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1069,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1070,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1071,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1072,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1073,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1074,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1075,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1076,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1077,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1078,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1079,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1080,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1081,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1082,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1083,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1084,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1085,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1086,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1087,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1088,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1089,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1090,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1091,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1092,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1093,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1094,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1095,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1096,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1097,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1098,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1099,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1101,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1102,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1103,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1104,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12A
1105,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1106,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1107,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1108,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1109,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1110,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1111,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1112,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1113,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1114,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x103
1115,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1116,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1117,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1118,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1119,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1120,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1121,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1122,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1123,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1124,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1125,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1126,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1127,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1128,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1129,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1130,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1131,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1132,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1133,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1134,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1135,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1136,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1137,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1138,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1139,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1140,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1141,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1142,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1143,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1144,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1145,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1146,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1147,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1148,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1149,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1150,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1151,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1152,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1153,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1154,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1155,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1156,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1157,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1158,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1159,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1160,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1161,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1162,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1163,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1164,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1165,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1166,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1167,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1168,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1169,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1170,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1171,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1172,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1173,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1174,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1175,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1176,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1177,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1178,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1179,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1180,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1181,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1182,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1183,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1184,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1185,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1186,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1187,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1188,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1189,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1190,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1191,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1192,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1193,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1194,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1195,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1196,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1197,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1198,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1199,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1200,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1201,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1202,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1203,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1204,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1205,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1206,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1207,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1208,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1209,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1210,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1211,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1212,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1213,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1214,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1215,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1216,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1217,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1218,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1219,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1220,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1221,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1222,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1223,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1224,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1225,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1226,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1227,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1228,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1229,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1230,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1231,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x100
1232,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1233,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12B
1234,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1235,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1236,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1237,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1238,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1239,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1240,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1241,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1242,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1243,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1244,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1245,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1246,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1247,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1248,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1249,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1250,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1251,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1252,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1253,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1254,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1255,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1256,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1257,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3
1258,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x102
1259,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x102
1260,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x102
1261,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x102
1262,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x102
1263,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x102
1264,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1265,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1266,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1267,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1268,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1269,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1270,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1271,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1272,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1273,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1274,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1275,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1276,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1277,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1278,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
1279,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2
